,id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,revenue
31,32.0,1.0,190.4,1.0,274.0,39.0,1321.853333,0.00952381,-0.5073817891809806,0.0,0.0,Aug,-0.14476028283205866,2.0,2.012325547837174,4.0,Returning_Visitor,0.0,0.0
32,33.0,0.0,0.0,0.0,0.0,49.0,3247.583333,0.025531915,-0.1111508303239823,0.0,0.0,Dec,-0.14476028283205866,4.0,2.4272405348378414,1.0,Returning_Visitor,1.0,0.0
33,34.0,0.0,0.0,0.0,0.0,32.0,2632.7,0.00625,-0.6061254792686748,0.0,0.0,Nov,-0.14476028283205866,1.0,-0.8920793611674966,3.0,Returning_Visitor,1.0,0.0
34,35.0,4.0,85.0,0.0,0.0,3.0,43.5,0.0,0.1578389480601297,0.0,0.0,Dec,-0.14476028283205866,1.0,-0.8920793611674966,8.0,New_Visitor,1.0,0.0
35,36.0,0.0,0.0,0.0,0.0,25.0,948.3428571,0.0,-0.7012936272137037,0.0,0.0,Nov,-0.14476028283205866,4.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
36,37.0,9.0,243.25,3.0,0.0,79.0,3497.214286,0.003448276,-0.6249423476134938,32.59864309,0.0,Dec,-0.14476028283205866,2.0,-0.4771643741668294,2.0,Returning_Visitor,0.0,0.0
37,38.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.1578389480601297,0.0,0.0,Mar,-0.14476028283205866,2.0,2.4272405348378414,3.0,Returning_Visitor,0.0,0.0
38,39.0,0.0,0.0,0.0,0.0,13.0,546.9583332999998,0.0,-0.18065605961199008,0.0,0.0,Dec,-0.14476028283205866,2.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
39,40.0,0.0,0.0,0.0,0.0,9.0,740.1666667000002,0.0030729885,-0.5905343813361195,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.8920793611674966,1.0,Returning_Visitor,0.0,0.0
40,41.0,0.0,0.0,0.0,0.0,8.0,140.25,0.121428571,2.1223189220094434,0.0,0.0,Dec,0.9657119312485322,2.0,-0.4771643741668294,13.0,Returning_Visitor,0.0,0.0
41,42.0,0.0,0.0,0.0,0.0,12.0,547.3333332999998,0.0,-0.19140194318234388,0.0,0.0,Mar,-0.14476028283205866,2.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
42,43.0,0.0,0.0,0.0,0.0,8.0,194.4,0.0,-0.3660223783263541,0.0,0.0,Aug,-0.14476028283205866,10.0,1.1824955738358396,4.0,Returning_Visitor,0.0,0.0
43,44.0,1.0,55.5,0.0,0.0,63.0,1656.316667,0.004166667,-0.5548307383629669,0.0,0.0,Mar,-0.14476028283205866,2.0,-0.4771643741668294,2.0,Returning_Visitor,1.0,0.0
44,45.0,1.0,5.0,0.0,0.0,108.0,2367.4,0.0,-0.8108102949795523,0.0,0.0,Dec,-0.14476028283205866,2.0,-0.8920793611674966,2.0,New_Visitor,1.0,0.0
45,46.0,9.0,65.54166667,0.0,0.0,6.0,744.1666667000002,0.0,-0.3660223783263541,0.0,0.0,Dec,-0.14476028283205866,4.0,-0.8920793611674966,2.0,Returning_Visitor,0.0,0.0
46,47.0,0.0,0.0,0.0,0.0,3.0,164.0,0.0,1.2055616008330974,0.0,0.0,May,-0.14476028283205866,2.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
47,48.0,0.0,0.0,0.0,0.0,8.0,863.3333332999997,0.0,-0.3660223783263541,0.0,0.0,Mar,-0.14476028283205866,2.0,0.352665599834505,3.0,Returning_Visitor,1.0,0.0
48,49.0,0.0,0.0,1.0,14.0,19.0,1666.75,0.0,-0.44873731577497655,0.0,0.0,Nov,-0.14476028283205866,13.0,2.4272405348378414,20.0,Other,0.0,0.0
49,50.0,0.0,0.0,1.0,0.0,36.0,671.425,0.0030729885,-0.5500817678036491,0.0,0.0,Dec,-0.14476028283205866,4.0,-0.8920793611674966,2.0,Returning_Visitor,0.0,0.0
50,51.0,0.0,0.0,0.0,0.0,7.0,108.25,0.0,-0.291185037004948,0.0,0.0,Dec,-0.14476028283205866,2.0,1.5974105608365068,2.0,New_Visitor,1.0,0.0
51,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,3.3010069063790324,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.8920793611674966,13.0,Returning_Visitor,0.0,0.0
52,53.0,4.0,103.0,0.0,0.0,32.0,1092.183333,0.0,-0.758918373116217,0.0,0.0,Jul,-0.14476028283205866,2.0,1.1824955738358396,1.0,Returning_Visitor,0.0,0.0
53,54.0,4.0,47.0,0.0,0.0,26.0,380.1666667,0.0,-0.5572733360922827,0.0,0.0,May,-0.14476028283205866,1.0,-0.8920793611674966,1.0,Returning_Visitor,0.0,0.0
54,55.0,0.0,0.0,0.0,0.0,4.0,6.0,0.1,2.2532842536060644,0.0,0.2,May,-0.14476028283205866,2.0,-0.06224938716616218,13.0,Returning_Visitor,0.0,0.0
55,56.0,0.0,0.0,0.0,0.0,7.0,98.33333333,0.028571429,-0.20565667087128736,0.0,0.0,May,-0.14476028283205866,1.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
56,57.0,1.0,38.0,2.0,20.0,57.0,2931.580303,0.004,-0.4323781533201264,0.0,1.0,May,-0.14476028283205866,2.0,0.352665599834505,2.0,Returning_Visitor,1.0,0.0
57,58.0,1.0,156.8,4.0,262.75,12.0,350.4253968000001,0.002614379,-0.02328319286902238,0.0,0.4,May,-0.14476028283205866,2.0,-0.8920793611674966,4.0,Returning_Visitor,0.0,0.0
58,59.0,1.0,186.8666667,0.0,0.0,126.0,3372.826797,0.00625,-0.3978542250995432,0.0,0.6,May,-0.14476028283205866,2.0,1.5974105608365068,2.0,Returning_Visitor,0.0,0.0
59,60.0,0.0,0.0,0.0,0.0,7.0,169.9866667,0.0125,-0.19140194318234388,21.27271783,0.0,Jul,-0.14476028283205866,2.0,1.5974105608365068,2.0,New_Visitor,0.0,1.0
60,61.0,0.0,0.0,0.0,0.0,5.0,47.0,0.02,0.36738347861472315,0.0,0.0,May,-0.14476028283205866,2.0,-0.06224938716616218,1.0,Returning_Visitor,0.0,0.0
61,62.0,3.0,28.0,0.0,0.0,20.0,633.75,0.0,-0.4907512665590623,32.43717827,0.0,Dec,-0.14476028283205866,10.0,-0.8920793611674966,1.0,Returning_Visitor,1.0,1.0
62,63.0,0.0,0.0,0.0,0.0,33.0,1996.8166670000005,0.0,-0.758918373116217,44.06491359,0.0,Nov,-0.14476028283205866,2.0,1.1824955738358396,2.0,Returning_Visitor,0.0,1.0
63,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,3.3010069063790324,0.0,0.0,Nov,-0.14476028283205866,2.0,1.5974105608365068,13.0,Returning_Visitor,0.0,0.0
64,65.0,0.0,0.0,0.0,0.0,3.0,0.0,0.166666667,2.835352398692036,0.0,0.0,May,-0.14476028283205866,2.0,-0.06224938716616218,13.0,Returning_Visitor,0.0,0.0
65,66.0,0.0,0.0,0.0,0.0,47.0,1697.0583329999995,0.0030729885,-0.47990528356646267,1.990788672,0.0,Dec,-0.14476028283205866,2.0,1.5974105608365068,1.0,Returning_Visitor,0.0,0.0
66,67.0,4.0,98.6,0.0,0.0,10.0,63.6,0.090909091,1.0150665749611443,0.0,0.0,Sep,-0.14476028283205866,1.0,0.352665599834505,3.0,Returning_Visitor,0.0,0.0
67,68.0,0.0,0.0,0.0,0.0,13.0,751.5416667000002,0.033846154,-0.3660223783263541,0.0,0.0,Dec,-0.14476028283205866,1.0,1.5974105608365068,2.0,Returning_Visitor,0.0,0.0
68,69.0,0.0,0.0,0.0,0.0,20.0,196.8333333,0.04,0.4372316484814345,0.0,0.6,May,-0.14476028283205866,2.0,-0.8920793611674966,4.0,Returning_Visitor,0.0,0.0
69,70.0,6.0,184.2727273,0.0,0.0,32.0,1427.689394,0.010810811,-0.3660223783263541,13.49031898,0.0,Nov,-0.14476028283205866,2.0,-0.8920793611674966,13.0,Returning_Visitor,0.0,1.0
70,71.0,4.0,87.0,5.0,0.0,61.0,4081.041667,0.0030729885,-0.48389117676331295,0.0,0.0,Nov,-0.14476028283205866,5.0,1.1824955738358396,2.0,Returning_Visitor,1.0,0.0
71,72.0,2.0,131.5,0.0,0.0,26.0,1960.475,0.0074074069999999,-0.38542465122618336,33.69233226,0.0,Nov,-0.14476028283205866,1.0,-0.8920793611674966,2.0,Returning_Visitor,0.0,1.0
72,73.0,0.0,0.0,0.0,0.0,12.0,70.0,0.0030729885,2.602525144848538,0.0,0.4,May,-0.14476028283205866,1.0,-0.06224938716616218,3.0,Returning_Visitor,0.0,0.0
73,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,3.3010069063790324,0.0,0.0,Mar,-0.14476028283205866,2.0,-0.8920793611674966,1.0,Returning_Visitor,0.0,0.0
74,75.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.5070798393026031,0.0,0.0,May,-0.14476028283205866,2.0,-0.8920793611674966,4.0,Returning_Visitor,1.0,0.0
75,76.0,0.0,0.0,0.0,0.0,49.0,1023.96,0.034693878,0.32176833743743233,0.0,0.0,Aug,-0.14476028283205866,2.0,-0.06224938716616218,3.0,Returning_Visitor,0.0,0.0
76,77.0,1.0,4.0,0.0,0.0,13.0,161.16666669999995,0.024615385,0.3996211083713313,0.0,0.6,May,-0.14476028283205866,5.0,2.4272405348378414,5.0,Returning_Visitor,0.0,0.0
77,78.0,0.0,0.0,0.0,0.0,41.0,3389.8,0.032478632,0.16190935056615272,0.0,0.0,Sep,-0.14476028283205866,4.0,-0.06224938716616218,1.0,Returning_Visitor,0.0,0.0
78,79.0,0.0,0.0,0.0,0.0,27.0,652.7,0.0,-0.2690110138272078,0.0,0.0,Jul,-0.14476028283205866,2.0,1.5974105608365068,1.0,Returning_Visitor,1.0,0.0
79,80.0,11.0,828.0526316,6.0,0.0,57.0,2099.930554,0.003333333,-0.6983001369135599,3.2986800000000005,0.0,Mar,-0.14476028283205866,2.0,-0.8920793611674966,2.0,Returning_Visitor,0.0,0.0
80,81.0,7.0,165.91666669999995,2.0,150.5,42.0,3127.078788,0.009614512,-0.44380897509750394,0.0,0.0,Nov,-0.14476028283205866,1.0,-0.06224938716616218,2.0,Returning_Visitor,0.0,0.0
81,82.0,0.0,0.0,0.0,0.0,4.0,75.5,0.0,0.1578389480601297,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.8920793611674966,8.0,Returning_Visitor,0.0,0.0
82,83.0,5.0,51.5,0.0,0.0,2.0,6.0,0.0030729885,-0.19140194318234388,0.0,0.0,Mar,-0.14476028283205866,5.0,-0.4771643741668294,1.0,Returning_Visitor,0.0,0.0
83,84.0,0.0,0.0,0.0,0.0,15.0,263.25,0.013333333,-0.051705582494463824,0.0,0.0,Nov,-0.14476028283205866,1.0,-0.06224938716616218,10.0,Returning_Visitor,1.0,0.0
84,85.0,1.0,45.0,0.0,0.0,8.0,183.0,0.0,-0.6570564508693398,0.0,0.0,May,-0.14476028283205866,1.0,-0.8920793611674966,4.0,Returning_Visitor,0.0,0.0
85,86.0,0.0,0.0,0.0,0.0,10.0,130.1666667,0.055555556,0.8563207095906236,26.66133333,0.0,Mar,-0.14476028283205866,2.0,-0.8920793611674966,8.0,Returning_Visitor,0.0,0.0
86,87.0,8.0,46.875,3.0,10.0,111.0,5358.375439,0.0,-0.6393172281362571,10.21771151,0.0,Nov,-0.14476028283205866,2.0,-0.8920793611674966,11.0,Returning_Visitor,0.0,1.0
87,88.0,0.0,0.0,0.0,0.0,30.0,1370.833333,0.042145594,0.5094883860457039,0.0,0.0,May,-0.14476028283205866,2.0,-0.4771643741668294,4.0,Returning_Visitor,0.0,0.0
88,89.0,0.0,0.0,0.0,0.0,2.0,53.5,0.0030729885,2.2532842536060644,0.0,0.0,Dec,-0.14476028283205866,3.0,0.7675805868351723,20.0,Returning_Visitor,0.0,0.0
89,90.0,5.0,53.3,0.0,0.0,4.0,102.2,0.0030729885,-0.3660223783263541,31.44363136,0.0,Oct,-0.14476028283205866,2.0,1.1824955738358396,2.0,Returning_Visitor,0.0,1.0
90,91.0,0.0,0.0,0.0,0.0,6.0,199.25,0.0,-0.19140194318234388,0.0,0.0,Dec,-0.14476028283205866,4.0,-0.8920793611674966,3.0,Other,0.0,0.0
91,92.0,0.0,0.0,0.0,0.0,102.0,4509.0,0.011764706,-0.10032538269537708,0.0,0.0,Nov,-0.14476028283205866,2.0,1.5974105608365068,1.0,Returning_Visitor,0.0,0.0
92,93.0,0.0,0.0,0.0,0.0,47.0,902.77,0.022222222,-0.04394468171631331,0.0,0.0,Jul,0.9657119312485322,2.0,2.012325547837174,1.0,Returning_Visitor,0.0,0.0
93,94.0,0.0,0.0,1.0,0.0,30.0,1045.833333,0.012903226,-0.14633859561736243,0.0,0.2,Feb,-1.2552324969126496,1.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
94,95.0,0.0,0.0,0.0,0.0,3.0,125.0,0.0030729885,0.6817002744466134,0.0,0.8,May,-0.14476028283205866,2.0,-0.8920793611674966,4.0,Returning_Visitor,0.0,0.0
95,96.0,0.0,0.0,0.0,0.0,10.0,902.6666667000004,0.0,-0.2612501130490574,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.06224938716616218,20.0,Returning_Visitor,1.0,0.0
96,97.0,0.0,0.0,0.0,0.0,4.0,228.5,0.033333333,-0.2612501130490574,0.0,0.4,May,-0.14476028283205866,2.0,-0.06224938716616218,1.0,Returning_Visitor,0.0,0.0
97,98.0,0.0,0.0,0.0,0.0,14.0,264.5,0.0,-0.7402090430244787,0.0,0.0,Mar,-0.14476028283205866,2.0,-0.8920793611674966,10.0,Returning_Visitor,0.0,0.0
98,99.0,0.0,0.0,0.0,0.0,17.0,557.4,0.0,-0.6570564508693398,83.93274289,0.0,Sep,-0.14476028283205866,2.0,-0.4771643741668294,2.0,New_Visitor,1.0,1.0
99,100.0,0.0,0.0,0.0,0.0,4.0,44.0,0.025,0.8563207095906236,0.0,0.2,May,-0.14476028283205866,2.0,0.7675805868351723,6.0,Returning_Visitor,0.0,0.0
100,101.0,1.0,76.0,0.0,0.0,19.0,1263.333333,0.011764706,-0.396837745536276,60.34235294,0.6,May,-0.14476028283205866,2.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,1.0
101,102.0,4.0,57.5,0.0,0.0,27.0,608.4,0.014814815,-0.5394669333827041,7.108148148,0.0,May,-0.14476028283205866,2.0,-0.06224938716616218,13.0,Returning_Visitor,0.0,0.0
102,103.0,2.0,24.6,0.0,0.0,26.0,779.5051587,0.011111111,-0.1689815375455776,12.55220741,0.0,Mar,-1.2552324969126496,1.0,-0.06224938716616218,1.0,Returning_Visitor,1.0,1.0
103,104.0,0.0,0.0,0.0,0.0,41.0,1444.166667,0.009756098,-0.3660223783263541,0.0,0.0,May,-0.14476028283205866,2.0,-0.8920793611674966,4.0,Returning_Visitor,0.0,0.0
104,105.0,2.0,39.4,0.0,0.0,62.0,2021.747727,0.003076923,-0.5621345596566187,0.0,0.0,Oct,-0.14476028283205866,2.0,-0.8920793611674966,4.0,Returning_Visitor,0.0,0.0
105,106.0,2.0,60.0,6.0,459.0,17.0,1370.067857,0.02173913,-0.15495940428554983,0.0,0.0,May,-0.14476028283205866,1.0,1.1824955738358396,1.0,Returning_Visitor,0.0,0.0
106,107.0,0.0,0.0,0.0,0.0,49.0,1571.12381,0.004255319,-0.6669639886818508,0.0,0.0,Jul,-0.14476028283205866,2.0,2.012325547837174,4.0,New_Visitor,1.0,0.0
107,108.0,1.0,12.0,2.0,11.0,18.0,974.1666667000004,0.005454545,-0.2140799209560678,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.8920793611674966,2.0,New_Visitor,0.0,0.0
108,109.0,13.0,456.9880952,3.0,0.0,39.0,976.7103175,0.0030729885,-0.6861598602190837,39.65538156,0.0,Mar,-0.14476028283205866,1.0,-0.8920793611674966,1.0,Returning_Visitor,1.0,1.0
109,110.0,0.0,0.0,0.0,0.0,14.0,320.25,0.0,-0.6104910042915309,52.17313647,0.0,Oct,-0.14476028283205866,2.0,-0.8920793611674966,3.0,Returning_Visitor,1.0,1.0
110,111.0,0.0,0.0,0.0,0.0,20.0,457.5833333000001,0.022222222,0.04142531066115413,0.0,0.0,May,-0.14476028283205866,2.0,2.4272405348378414,4.0,Returning_Visitor,1.0,0.0
111,112.0,0.0,0.0,2.0,66.0,27.0,875.5,0.0,-0.5888139788313601,0.0,0.0,May,-0.14476028283205866,2.0,-0.8920793611674966,2.0,Returning_Visitor,1.0,0.0
112,113.0,1.0,44.0,0.0,0.0,25.0,773.4666667,0.0,-0.27921107580437293,10.3572,0.0,Mar,-0.14476028283205866,2.0,-0.8920793611674966,2.0,Returning_Visitor,1.0,1.0
113,114.0,0.0,0.0,0.0,0.0,6.0,86.53333333,0.0,0.5070798393026031,0.0,0.0,Oct,-0.14476028283205866,1.0,1.5974105608365068,2.0,Returning_Visitor,1.0,0.0
114,115.0,0.0,0.0,0.0,0.0,19.0,771.75,0.021052632,0.39679324206813793,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.06224938716616218,1.0,Returning_Visitor,0.0,0.0
115,116.0,0.0,0.0,0.0,0.0,27.0,780.1666667000002,0.0,-0.4242291970258419,0.0,0.0,Mar,-0.14476028283205866,4.0,-0.06224938716616218,2.0,Returning_Visitor,0.0,0.0
116,117.0,12.0,187.775,0.0,0.0,98.0,2138.481263,0.001886792,-0.5130095895014445,0.129676893,0.0,Jul,-0.14476028283205866,5.0,-0.06224938716616218,2.0,Returning_Visitor,1.0,0.0
117,118.0,6.0,241.1666667,0.0,0.0,39.0,1513.566667,0.005128205,-0.3660223783263541,0.0,0.0,Mar,-0.14476028283205866,1.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
118,119.0,0.0,0.0,0.0,0.0,5.0,266.3333333,0.04,0.7864725397239102,0.0,0.0,Mar,0.9657119312485322,2.0,-0.8920793611674966,3.0,Returning_Visitor,0.0,0.0
119,120.0,1.0,26.0,1.0,0.0,55.0,872.4,0.003508772,-0.5222617139312867,0.0,0.0,Mar,-0.14476028283205866,5.0,-0.8920793611674966,1.0,Returning_Visitor,1.0,0.0
120,121.0,0.0,0.0,1.0,68.5,25.0,927.0,0.007692308,-0.16453724473368614,0.0,0.0,Nov,-0.14476028283205866,2.0,-0.06224938716616218,2.0,Returning_Visitor,1.0,0.0
121,122.0,10.0,303.9279762,0.0,0.0,82.0,1853.286538,0.0,-0.5555079443768133,11.01940759,0.0,Dec,-0.14476028283205866,2.0,-0.06224938716616218,2.0,Returning_Visitor,0.0,0.0
122,123.0,1.0,18.0,0.0,0.0,5.0,298.0,0.0,-0.291185037004948,0.0,0.8,Feb,-0.14476028283205866,2.0,2.012325547837174,4.0,Returning_Visitor,0.0,0.0
123,124.0,0.0,0.0,0.0,0.0,12.0,348.75,0.0,-0.30781555962686635,0.0,0.0,Nov,-0.14476028283205866,2.0,0.352665599834505,3.0,Returning_Visitor,0.0,0.0
124,125.0,13.0,123.875,0.0,0.0,87.0,2903.764417000001,0.00625,-0.5696953454080896,1.7733693330000002,0.0,Dec,-0.14476028283205866,2.0,-0.06224938716616218,2.0,Returning_Visitor,0.0,0.0
125,126.0,0.0,0.0,0.0,0.0,7.0,70.4,0.114285714,1.8042602685409868,0.0,0.0,Jul,-0.14476028283205866,2.0,0.352665599834505,1.0,Returning_Visitor,0.0,0.0
126,127.0,6.0,143.0,0.0,0.0,32.0,2289.1,0.0,-0.3660223783263541,62.33035594,0.0,Nov,0.9657119312485322,2.0,2.4272405348378414,3.0,New_Visitor,1.0,0.0
127,128.0,0.0,0.0,0.0,0.0,27.0,1166.683333,0.014074074,-0.334750476447713,0.0,0.0,Nov,-0.14476028283205866,2.0,1.5974105608365068,3.0,Returning_Visitor,0.0,0.0
128,129.0,0.0,0.0,0.0,0.0,7.0,236.0,0.0030729885,0.9062122774563788,0.0,0.0,Mar,-0.14476028283205866,2.0,-0.06224938716616218,2.0,Returning_Visitor,0.0,0.0
129,130.0,1.0,33.5,0.0,0.0,37.0,1631.416667,0.0,-0.7011048485461271,13.82316952,0.0,Dec,-0.14476028283205866,2.0,-0.8920793611674966,1.0,Returning_Visitor,0.0,0.0
130,131.0,0.0,0.0,0.0,0.0,17.0,349.375,0.0125,-0.4969877099229751,0.0,0.0,Nov,-0.14476028283205866,2.0,2.4272405348378414,20.0,Returning_Visitor,0.0,0.0
131,132.0,0.0,0.0,0.0,0.0,28.0,512.7166666999998,0.007142857,-0.6055018328368382,1.401949127,0.0,Jul,-0.14476028283205866,2.0,1.5974105608365068,1.0,Returning_Visitor,1.0,1.0
132,133.0,0.0,0.0,0.0,0.0,4.0,103.8,0.1,2.2532842536060644,0.0,0.0,Jul,-0.14476028283205866,1.0,-0.8920793611674966,1.0,Returning_Visitor,0.0,0.0
133,134.0,0.0,0.0,0.0,0.0,13.0,208.8333333,0.030769231,0.9637794405218957,0.0,0.4,May,-0.14476028283205866,2.0,1.1824955738358396,4.0,Returning_Visitor,0.0,0.0
